Algorithm,Fault model,Availability probability,Successful repairs,Success total contacted,Success average contacted,Total success wall clock time,Average success wall clock time,Total success process time,Average success process time,Failed repairs,Fail total contacted,Fail average contacted,Total fail wall clock time,Average fail wall clock time,Total fail process time,Average fail process time
random_participants,Permanent,1,1000,9906,9.906,0.1125359999998885,0.0001125359999998885,0.11270701900001967,0.00011270701900001967,0,,,,,,
random_participants,Permanent,0.9,999,11074,11.085085085085085,0.11505099999999402,0.00011516616616616018,0.11536077199998473,0.00011547624824823297,1,139,139.0,0.001216999999996915,0.001216999999996915,0.0012189649999996277,0.0012189649999996277
random_participants,Permanent,0.8,995,12292,12.353768844221106,0.09135999999991995,9.181909547730648e-05,0.09145911099998116,9.191870452259414e-05,5,373,74.6,0.0023140000000019256,0.00046280000000038514,0.002314411999996935,0.000462882399999387
random_participants,Permanent,0.7,966,13918,14.407867494824016,0.10025599999994839,0.00010378467908897348,0.10037363700000057,0.00010390645652173973,34,1786,52.529411764705884,0.011161000000001309,0.0003282647058823914,0.011170024000012546,0.0003285301176474278
random_participants,Permanent,0.6,899,14143,15.731924360400445,0.09783700000003037,0.00010882869855398261,0.09793994099995018,0.0001089432046718022,101,4332,42.89108910891089,0.026487999999982748,0.0002622574257424034,0.026493567000027696,0.00026231254455472966
random_participants,Permanent,0.5,775,12518,16.15225806451613,0.08601600000003273,0.00011098838709681644,0.08613989799997057,0.000111148255483833,225,7549,33.55111111111111,0.046608000000027516,0.00020714666666678895,0.046637205999989106,0.0002072764711110627
random_participants,Permanent,0.4,569,9664,16.984182776801404,0.06409199999999515,0.00011263971880491239,0.06419250999999448,0.00011281636203865463,431,12529,29.069605568445475,0.07541900000001789,0.00017498607888635241,0.07548616499998317,0.0001751419141530932
random_participants,Permanent,0.3,342,6059,17.716374269005847,0.03942499999998361,0.00011527777777772986,0.03944266999998902,0.00011532944444441235,658,17207,26.15045592705167,0.10315200000001568,0.00015676595744683233,0.10325819000007286,0.00015692734042564263
random_participants,Permanent,0.2,142,2457,17.302816901408452,0.015847000000032807,0.00011159859154952681,0.015870050000014402,0.00011176091549305917,858,20039,23.355477855477854,0.12007299999998722,0.00013994522144520653,0.12016875999998788,0.00014005682983681572
random_participants,Permanent,0.1,13,246,18.923076923076923,0.001573999999997966,0.00012107692307676661,0.0015733329999960688,0.00012102561538431298,987,20814,21.088145896656535,0.12194900000007536,0.00012355521783188991,0.12207937200002306,0.00012368730699090482
random_participants,Transient,1,1000,9927,9.927,0.07552499999993145,7.552499999993146e-05,0.07561867600000127,7.561867600000128e-05,0,,,,,,
