Algorithm,Fault model,Availability probability,Successful repairs,Success total contacted,Success average contacted,Total success wall clock time,Average success wall clock time,Total success process time,Average success process time,Failed repairs,Fail total contacted,Fail average contacted,Total fail wall clock time,Average fail wall clock time,Total fail process time,Average fail process time
stored_intersecting_participants,Transient,1,1000,5453,5.453,0.037055000000007166,3.7055000000007166e-05,0.0370966429999946,3.70966429999946e-05,0,,,,,,
stored_intersecting_participants,Transient,0.9,1000,6174,6.174,0.04120399999999247,4.120399999999247e-05,0.0412579559999946,4.12579559999946e-05,0,,,,,,
stored_intersecting_participants,Transient,0.8,1000,6883,6.883,0.04527700000000845,4.527700000000845e-05,0.04542866099999099,4.542866099999099e-05,0,,,,,,
stored_intersecting_participants,Transient,0.7,1000,7679,7.679,0.05660299999999774,5.660299999999774e-05,0.05672806499999128,5.672806499999128e-05,0,,,,,,
stored_intersecting_participants,Transient,0.6,1000,8818,8.818,0.08479999999999466,8.479999999999466e-05,0.08507563799999618,8.507563799999618e-05,0,,,,,,
stored_intersecting_participants,Transient,0.5,1000,10867,10.867,0.1077720000000042,0.0001077720000000042,0.10817422900000162,0.00010817422900000162,0,,,,,,
stored_intersecting_participants,Transient,0.4,1000,13676,13.676,0.1425620000000012,0.0001425620000000012,0.14300473699999872,0.00014300473699999872,0,,,,,,
stored_intersecting_participants,Transient,0.3,1000,18120,18.12,0.09430899999999598,9.430899999999598e-05,0.09449090700000529,9.449090700000529e-05,0,,,,,,
stored_intersecting_participants,Transient,0.2,1000,27322,27.322,0.13745099999999644,0.00013745099999999644,0.1375871010000007,0.0001375871010000007,0,,,,,,
stored_intersecting_participants,Transient,0.1,1000,56194,56.194,0.31595500000001264,0.00031595500000001266,0.3161258530000035,0.00031612585300000353,0,,,,,,
stored_grouped_participants,Permanent,1,1000,3000,3.0,0.01807400000000925,1.807400000000925e-05,0.01822547100001426,1.8225471000014258e-05,0,,,,,,
stored_grouped_participants,Permanent,0.9,974,3191,3.2761806981519506,0.01828900000000111,1.8777207392198263e-05,0.01836949300002111,1.8859849075997032e-05,26,74,2.8461538461538463,0.0004870000000005703,1.8730769230791164e-05,0.0004869029999996499,1.8727038461524996e-05
stored_grouped_participants,Permanent,0.8,884,3083,3.487556561085973,0.01754799999998813,1.9850678733018246e-05,0.017552430000004726,1.9855690045254215e-05,116,358,3.086206896551724,0.0022560000000080294,1.9448275862138184e-05,0.0022698550000006534,1.9567715517247012e-05
stored_grouped_participants,Permanent,0.7,760,2832,3.7263157894736842,0.01682700000001347,2.2140789473701935e-05,0.01688617399999348,2.2218649999991422e-05,240,754,3.1416666666666666,0.00471300000000241,1.9637500000010042e-05,0.004714889000012157,1.964537083338399e-05
stored_grouped_participants,Permanent,0.6,591,2258,3.820642978003384,0.01262300000000316,2.135871404399858e-05,0.012616948999997213,2.1348475465308312e-05,409,1251,3.058679706601467,0.007677999999995855,1.8772616136909182e-05,0.007719790999999532,1.887479462102575e-05
stored_grouped_participants,Permanent,0.5,417,1666,3.9952038369304557,0.0092289999999986,2.213189448440911e-05,0.009247978999994189,2.2177407673846976e-05,583,1840,3.156089193825043,0.011069999999989477,1.8987993138918485e-05,0.011145725999999634,1.911788336192047e-05
stored_grouped_participants,Permanent,0.4,249,1027,4.124497991967871,0.005764000000012537,2.314859437756039e-05,0.005779759999998468,2.3211887550194654e-05,751,2240,2.982689747003995,0.014491000000007581,1.9295605858864956e-05,0.014532013000014388,1.935021704396057e-05
stored_grouped_participants,Permanent,0.3,134,558,4.164179104477612,0.0030699999999956873,2.2910447761161847e-05,0.003083024000003043,2.3007641791067483e-05,866,2407,2.779445727482679,0.014824000000013271,1.711778290994604e-05,0.014857844999998093,1.7156864896071703e-05
stored_grouped_participants,Permanent,0.2,45,187,4.155555555555556,0.0010790000000024946,2.3977777777833215e-05,0.0010708470000002634,2.3796600000005853e-05,955,2457,2.5727748691099475,0.01533699999999616,1.6059685863870323e-05,0.015378742999995865,1.6103395811513995e-05
stored_grouped_participants,Permanent,0.1,8,34,4.25,0.00019300000000121997,2.4125000000152497e-05,0.00019191199999823993,2.3988999999779992e-05,992,2318,2.336693548387097,0.015250000000006203,1.5372983870973995e-05,0.015229965999987272,1.535278830643878e-05
stored_grouped_participants,Transient,1,1000,3000,3.0,0.017356999999997846,1.7356999999997845e-05,0.0173460689999807,1.7346068999980703e-05,0,,,,,,
stored_grouped_participants,Transient,0.9,1000,3359,3.359,0.018040000000001832,1.8040000000001833e-05,0.018055478000006175,1.8055478000006177e-05,0,,,,,,
stored_grouped_participants,Transient,0.8,1000,3758,3.758,0.01936699999999636,1.936699999999636e-05,0.01941895599997867,1.941895599997867e-05,0,,,,,,
stored_grouped_participants,Transient,0.7,1000,4256,4.256,0.02151099999999051,2.151099999999051e-05,0.021562114999988502,2.1562114999988503e-05,0,,,,,,
stored_grouped_participants,Transient,0.6,1000,4997,4.997,0.024510999999990624,2.4510999999990625e-05,0.02460686700000725,2.460686700000725e-05,0,,,,,,
stored_grouped_participants,Transient,0.5,1000,6026,6.026,0.0291340000000071,2.9134000000007097e-05,0.02919158199999128,2.919158199999128e-05,0,,,,,,
stored_grouped_participants,Transient,0.4,1000,7441,7.441,0.03360199999999747,3.360199999999747e-05,0.03361078999999467,3.361078999999467e-05,0,,,,,,
stored_grouped_participants,Transient,0.3,1000,9877,9.877,0.043055999999994654,4.3055999999994656e-05,0.04316872300000085,4.3168723000000856e-05,0,,,,,,
stored_grouped_participants,Transient,0.2,1000,14904,14.904,0.06600600000000334,6.600600000000334e-05,0.06613857000001477,6.613857000001477e-05,0,,,,,,
stored_grouped_participants,Transient,0.1,1000,29586,29.586,0.13221899999999653,0.00013221899999999655,0.13233221500000614,0.00013233221500000614,0,,,,,,
