Algorithm,Fault model,Availability probability,Successful repairs,Success total contacted,Success average contacted,Total success wall clock time,Average success wall clock time,Total success process time,Average success process time,Failed repairs,Fail total contacted,Fail average contacted,Total fail wall clock time,Average fail wall clock time,Total fail process time,Average fail process time
random_participants,Permanent,1,1000,12984,12.984,0.1463150000001434,0.0001463150000001434,0.14658689699999172,0.00014658689699999174,0,,,,,,
random_participants,Permanent,0.9,1000,14988,14.988,0.15255900000000366,0.00015255900000000366,0.15277472199999664,0.00015277472199999665,0,,,,,,
random_participants,Permanent,0.8,999,16780,16.796796796796798,0.13753499999997842,0.00013767267267265107,0.13758411600001352,0.00013772183783785136,1,119,119.0,0.0008059999999971978,0.0008059999999971978,0.0008063930000048458,0.0008063930000048458
random_participants,Permanent,0.7,993,18780,18.91238670694864,0.15495699999999601,0.00015604934541792146,0.1550165739999798,0.00015610933937560908,7,550,78.57142857142857,0.003616999999998427,0.000516714285714061,0.0036189570000075832,0.0005169938571439404
random_participants,Permanent,0.6,949,20679,21.790305584826132,0.16564499999994808,0.00017454689146464497,0.16581951399987105,0.00017473078398300428,51,3115,61.07843137254902,0.021288999999995895,0.00041743137254893914,0.021300113000009446,0.00041764927450998915
random_participants,Permanent,0.5,859,20233,23.554132712456344,0.15894199999996061,0.00018503143189750945,0.1590974819999218,0.00018521243538989731,141,7533,53.42553191489362,0.05142400000003988,0.00036470921985843886,0.05144729499999556,0.000364874432624082
random_participants,Permanent,0.4,674,17352,25.744807121661722,0.12675799999998105,0.00018806824925813212,0.12686482099994834,0.00018822673738864737,326,14650,44.938650306748464,0.0976020000000446,0.0002993926380369466,0.09761213700004134,0.0002994237331289612
random_participants,Permanent,0.3,397,10718,26.997481108312343,0.0810759999999533,0.0002042216624683962,0.08113520699996002,0.00020437079848856427,603,24131,40.018242122719734,0.1705889999999144,0.00028290049751229584,0.1706515569998217,0.0002830042404640493
random_participants,Permanent,0.2,119,3360,28.235294117647058,0.02368799999998572,0.00019905882352929177,0.023685379999918155,0.0001990368067220013,881,31470,35.72077185017026,0.20426399999990963,0.00023185471055608357,0.20440329999992457,0.00023201282633362606
random_participants,Permanent,0.1,17,475,27.941176470588236,0.00355900000000986,0.00020935294117705057,0.0035601359999972715,0.00020941976470572186,983,31607,32.15361139369278,0.20995599999999115,0.00021358697863681705,0.21011176999987669,0.00021374544252276368
random_participants,Transient,1,1000,13145,13.145,0.11422599999990268,0.00011422599999990268,0.11434205900003747,0.00011434205900003746,0,,,,,,
random_participants,Transient,0.9,1000,14823,14.823,0.12691100000013478,0.00012691100000013477,0.12696390299995386,0.00012696390299995385,0,,,,,,
random_participants,Transient,0.8,1000,16320,16.32,0.13517200000008245,0.00013517200000008245,0.13526730899993566,0.00013526730899993567,0,,,,,,
