Algorithm,Fault model,Availability probability,Successful repairs,Success total contacted,Success average contacted,Total success wall clock time,Average success wall clock time,Total success process time,Average success process time,Failed repairs,Fail total contacted,Fail average contacted,Total fail wall clock time,Average fail wall clock time,Total fail process time,Average fail process time
random_participants,Transient,1,1000,8332,8.332,0.05900200000005995,5.900200000005995e-05,0.059122801000007996,5.9122801000007995e-05,0,,,,,,
random_participants,Transient,0.9,1000,9239,9.239,0.06378799999998463,6.378799999998464e-05,0.0638873209999744,6.388732099997441e-05,0,,,,,,
random_participants,Transient,0.8,1000,10217,10.217,0.06878199999999701,6.878199999999701e-05,0.06891383999998446,6.891383999998446e-05,0,,,,,,
random_participants,Transient,0.7,1000,11871,11.871,0.07704900000004145,7.704900000004144e-05,0.07715030199999617,7.715030199999617e-05,0,,,,,,
random_participants,Transient,0.6,1000,13563,13.563,0.08388700000001137,8.388700000001138e-05,0.08397414199999709,8.397414199999708e-05,0,,,,,,
random_participants,Transient,0.5,1000,16708,16.708,0.10242699999997917,0.00010242699999997917,0.10251220999995958,0.00010251220999995958,0,,,,,,
random_participants,Transient,0.4,1000,20241,20.241,0.12047800000000386,0.00012047800000000386,0.12061746399999862,0.00012061746399999862,0,,,,,,
random_participants,Transient,0.3,1000,28049,28.049,0.16232400000002656,0.00016232400000002655,0.1624515050000408,0.0001624515050000408,0,,,,,,
random_participants,Transient,0.2,1000,42283,42.283,0.2358979999999864,0.0002358979999999864,0.23597980099999383,0.00023597980099999383,0,,,,,,
random_participants,Transient,0.1,1000,81261,81.261,0.4304389999999785,0.0004304389999999785,0.43062592100001496,0.00043062592100001493,0,,,,,,
stored_intersecting_participants,Permanent,1,1000,8220,8.22,0.05555400000001143,5.555400000001143e-05,0.05563116900002285,5.563116900002285e-05,0,,,,,,
stored_intersecting_participants,Permanent,0.9,998,9428,9.446893787575151,0.063622999999982,6.375050100198597e-05,0.06368970699999998,6.381734168336672e-05,2,291,145.5,0.001578999999999553,0.0007894999999997765,0.0015799279999999527,0.0007899639999999764
stored_intersecting_participants,Permanent,0.8,965,10320,10.694300518134716,0.06800399999999307,7.047046632123634e-05,0.06808634199999197,7.055579481864453e-05,35,1412,40.34285714285714,0.00798199999999305,0.00022805714285694428,0.007988485000000267,0.0002282424285714362
stored_intersecting_participants,Permanent,0.7,877,9913,11.303306727480045,0.0641379999999927,7.31334093500487e-05,0.06424591600000262,7.325646066134848e-05,123,4087,33.22764227642276,0.023075000000002177,0.00018760162601627787,0.023081847000010924,0.00018765729268301564
stored_intersecting_participants,Permanent,0.6,759,9173,12.085638998682477,0.059320999999970425,7.81567852437028e-05,0.05940440100000366,7.826666798419454e-05,241,6430,26.680497925311204,0.037058999999995734,0.00015377178423234744,0.03708417100000361,0.0001538762282157826
stored_intersecting_participants,Permanent,0.5,611,7259,11.880523731587562,0.04675399999996088,7.652045826507509e-05,0.04679819199999358,7.659278559737084e-05,389,8512,21.881748071979434,0.04950400000001132,0.00012725964010285685,0.04952554499996786,0.00012731502570685827
stored_intersecting_participants,Permanent,0.4,379,4675,12.335092348284961,0.029855000000006626,7.877308707125759e-05,0.029912883000019264,7.892581266495847e-05,621,11662,18.77938808373591,0.06832900000001807,0.0001100305958132336,0.0683925229999982,0.00011013288727858004
stored_intersecting_participants,Permanent,0.3,181,2214,12.232044198895027,0.013848000000013627,7.650828729289297e-05,0.01387100499998084,7.663538674022563e-05,819,13532,16.522588522588524,0.07823500000003314,9.552503052507099e-05,0.07833014400000948,9.564120146521304e-05
stored_intersecting_participants,Permanent,0.2,48,566,11.791666666666666,0.003553000000009021,7.402083333352127e-05,0.0035605739999979846,7.417862499995802e-05,952,14113,14.824579831932773,0.08194299999997767,8.607457983190932e-05,0.08203042399999916,8.6166411764705e-05
stored_intersecting_participants,Permanent,0.1,2,29,14.5,0.00017200000000094917,8.600000000047459e-05,0.00017163800000119522,8.581900000059761e-05,998,13275,13.301603206412826,0.07710100000003273,7.725551102207689e-05,0.07720218599999562,7.735689979959481e-05
stored_intersecting_participants,Transient,1,1000,8365,8.365,0.0569770000000247,5.69770000000247e-05,0.05706434199998789,5.706434199998789e-05,0,,,,,,
stored_intersecting_participants,Transient,0.9,1000,9370,9.37,0.062257000000023766,6.225700000002377e-05,0.06233908600001037,6.233908600001036e-05,0,,,,,,
stored_intersecting_participants,Transient,0.8,1000,10387,10.387,0.06726900000000668,6.726900000000669e-05,0.06736021299999528,6.736021299999528e-05,0,,,,,,
stored_intersecting_participants,Transient,0.7,1000,11923,11.923,0.07400099999998844,7.400099999998844e-05,0.07411556100002059,7.411556100002059e-05,0,,,,,,
stored_intersecting_participants,Transient,0.6,1000,13616,13.616,0.0823009999999691,8.23009999999691e-05,0.08239021499998778,8.239021499998777e-05,0,,,,,,
stored_intersecting_participants,Transient,0.5,1000,16539,16.539,0.09402400000000277,9.402400000000277e-05,0.09413960199994875,9.413960199994875e-05,0,,,,,,
stored_intersecting_participants,Transient,0.4,1000,21387,21.387,0.11757899999998855,0.00011757899999998856,0.1176640830000455,0.00011766408300004549,0,,,,,,
stored_intersecting_participants,Transient,0.3,1000,27730,27.73,0.14627499999997085,0.00014627499999997085,0.14635264500000922,0.00014635264500000922,0,,,,,,
stored_intersecting_participants,Transient,0.2,1000,40127,40.127,0.20383399999998986,0.00020383399999998985,0.2039479699999518,0.00020394796999995178,0,,,,,,
stored_intersecting_participants,Transient,0.1,1000,82652,82.652,0.4087849999999964,0.0004087849999999964,0.40898831100000343,0.0004089883110000034,0,,,,,,
stored_grouped_participants,Permanent,1,1000,4000,4.0,0.021349999999996427,2.1349999999996426e-05,0.021407796000003643,2.1407796000003643e-05,0,,,,,,
stored_grouped_participants,Permanent,0.9,996,4423,4.440763052208835,0.023209999999966868,2.3303212851372358e-05,0.023242645999964395,2.333598995980361e-05,4,19,4.75,0.0001020000000000465,2.5500000000011624e-05,0.00010140100000022301,2.5350250000055752e-05
stored_grouped_participants,Permanent,0.8,961,4757,4.950052029136316,0.026178999999958208,2.7241415192464318e-05,0.02631639900003968,2.7384390218563663e-05,39,201,5.153846153846154,0.0010850000000033333,2.782051282059829e-05,0.0010913930000011618,2.7984435897465687e-05
stored_grouped_participants,Permanent,0.7,890,4785,5.376404494382022,0.024390000000002132,2.7404494382024868e-05,0.024463784000031907,2.748739775284484e-05,110,539,4.9,0.0028349999999974784,2.577272727270435e-05,0.0028450710000171853,2.5864281818338046e-05
stored_grouped_participants,Permanent,0.6,768,4414,5.747395833333333,0.02226299999999526,2.8988281249993825e-05,0.022337472000007352,2.9085250000009572e-05,232,1175,5.064655172413793,0.00620099999997592,2.6728448275758275e-05,0.006233409000005352,2.686814224140238e-05
stored_grouped_participants,Permanent,0.5,565,3555,6.292035398230088,0.017613000000006096,3.117345132744442e-05,0.01764488599999936,3.1229886725662585e-05,435,2218,5.098850574712643,0.011597999999983344,2.666206896547895e-05,0.011623374000000908,2.6720400000002086e-05
stored_grouped_participants,Permanent,0.4,338,2239,6.624260355029586,0.011300000000003863,3.343195266273332e-05,0.011338852000005062,3.3546899408299e-05,662,3279,4.953172205438066,0.017667999999963158,2.668882175221021e-05,0.01769299499997068,2.672657854980465e-05
stored_grouped_participants,Permanent,0.3,179,1249,6.977653631284916,0.006102000000009156,3.4089385474911483e-05,0.006125829000010796,3.4222508379948583e-05,821,3941,4.800243605359318,0.02110200000000617,2.570280146163967e-05,0.02116931700001956,2.5784795371521997e-05
stored_grouped_participants,Permanent,0.2,57,403,7.0701754385964914,0.0020379999999953213,3.57543859648302e-05,0.0020611549999980383,3.6160614035053306e-05,943,4023,4.266171792152704,0.022036999999999196,2.336903499469692e-05,0.02212927399999387,2.3466886532337086e-05
stored_grouped_participants,Permanent,0.1,4,30,7.5,0.00019599999999897477,4.899999999974369e-05,0.00019561699999748328,4.890424999937082e-05,996,3694,3.708835341365462,0.020851000000005726,2.0934738955829042e-05,0.020916573999985033,2.1000576305205857e-05
stored_grouped_participants,Transient,1,1000,4000,4.0,0.020518999999991294,2.0518999999991294e-05,0.020614005999973983,2.0614005999973982e-05,0,,,,,,
stored_grouped_participants,Transient,0.9,1000,4467,4.467,0.022269000000060046,2.2269000000060048e-05,0.02235269999999545,2.235269999999545e-05,0,,,,,,
stored_grouped_participants,Transient,0.8,1000,5026,5.026,0.025144999999961115,2.5144999999961115e-05,0.025306723999975134,2.5306723999975133e-05,0,,,,,,
stored_grouped_participants,Transient,0.7,1000,5728,5.728,0.027343999999995816,2.7343999999995817e-05,0.027451249000012723,2.7451249000012722e-05,0,,,,,,
stored_grouped_participants,Transient,0.6,1000,6650,6.65,0.030894000000024846,3.089400000002485e-05,0.030998352000011664,3.099835200001166e-05,0,,,,,,
stored_grouped_participants,Transient,0.5,1000,8157,8.157,0.036444000000004806,3.64440000000048e-05,0.03655771900000815,3.655771900000815e-05,0,,,,,,
stored_grouped_participants,Transient,0.4,1000,9988,9.988,0.044129000000028284,4.412900000002828e-05,0.04423572300002121,4.4235723000021207e-05,0,,,,,,
stored_grouped_participants,Transient,0.3,1000,13750,13.75,0.056890000000040075,5.6890000000040074e-05,0.05701404500000962,5.701404500000962e-05,0,,,,,,
stored_grouped_participants,Transient,0.2,1000,20174,20.174,0.0819939999999999,8.19939999999999e-05,0.08206691100000896,8.206691100000896e-05,0,,,,,,
stored_grouped_participants,Transient,0.1,1000,40373,40.373,0.1552189999999083,0.00015521899999990828,0.15532937200000418,0.00015532937200000418,0,,,,,,
