Algorithm,Fault model,Availability probability,Successful repairs,Success total contacted,Success average contacted,Total success wall clock time,Average success wall clock time,Total success process time,Average success process time,Failed repairs,Fail total contacted,Fail average contacted,Total fail wall clock time,Average fail wall clock time,Total fail process time,Average fail process time
random_participants,Transient,1,1000,20125,20.125,0.18581400000011428,0.00018581400000011427,0.18593937400012805,0.00018593937400012805,0,,,,,,
random_participants,Transient,0.9,1000,22045,22.045,0.20010900000000476,0.00020010900000000476,0.200222514999858,0.00020022251499985798,0,,,,,,
random_participants,Transient,0.8,1000,25047,25.047,0.2217789999999482,0.00022177899999994822,0.22195921600004453,0.00022195921600004455,0,,,,,,
random_participants,Transient,0.7,1000,28767,28.767,0.24650300000004677,0.00024650300000004675,0.24665040899985513,0.00024665040899985515,0,,,,,,
random_participants,Transient,0.6,1000,32822,32.822,0.27878199999998543,0.0002787819999999854,0.2788887260000621,0.0002788887260000621,0,,,,,,
random_participants,Transient,0.5,1000,40382,40.382,0.33437900000005527,0.0003343790000000553,0.3344800200000293,0.0003344800200000293,0,,,,,,
random_participants,Transient,0.4,1000,50166,50.166,0.40368100000011253,0.0004036810000001125,0.40381496500013014,0.00040381496500013016,0,,,,,,
random_participants,Transient,0.3,1000,66385,66.385,0.5231840000001995,0.0005231840000001995,0.523344475999906,0.000523344475999906,0,,,,,,
random_participants,Transient,0.2,1000,98906,98.906,0.776016999999996,0.0007760169999999959,0.7762601280000396,0.0007762601280000396,0,,,,,,
random_participants,Transient,0.1,1000,199533,199.533,1.8875809999999902,0.0018875809999999902,1.888669766999982,0.001888669766999982,0,,,,,,
stored_intersecting_participants,Permanent,1,1000,11989,11.989,0.12969499999989864,0.00012969499999989864,0.13011980200001005,0.00013011980200001004,0,,,,,,
stored_intersecting_participants,Permanent,0.9,1000,13277,13.277,0.11238399999987081,0.0001123839999998708,0.1125718739998618,0.0001125718739998618,0,,,,,,
stored_intersecting_participants,Permanent,0.8,1000,15132,15.132,0.1272080000000102,0.0001272080000000102,0.12737112399992867,0.00012737112399992866,0,,,,,,
stored_intersecting_participants,Permanent,0.7,992,17552,17.693548387096776,0.1483210000001165,0.00014951713709689164,0.14843555500011973,0.00014963261592754006,8,537,67.125,0.0038499999999928036,0.00048124999999910045,0.003851466000014625,0.00048143325000182813
stored_intersecting_participants,Permanent,0.6,959,18644,19.441084462982275,0.17216199999974435,0.0001795224191863862,0.17244997100007708,0.00017982270177276027,41,2242,54.68292682926829,0.017293999999992593,0.00042180487804859983,0.017307517999952893,0.0004221345853647047
stored_intersecting_participants,Permanent,0.5,870,19150,22.011494252873565,0.15276499999997384,0.00017559195402295843,0.152912478000232,0.0001757614689657839,130,5389,41.45384615384615,0.03765400000008867,0.00028964615384683594,0.03769665599999428,0.0002899742769230329
stored_intersecting_participants,Permanent,0.4,660,15662,23.73030303030303,0.1258839999998571,0.00019073333333311684,0.12601516999993123,0.00019093207575747155,340,12551,36.91470588235294,0.08943999999985408,0.00026305882352898257,0.0895295790002848,0.00026332229117730825
stored_intersecting_participants,Permanent,0.3,353,8680,24.589235127478755,0.06638699999996334,0.00018806515580726158,0.06640231600002267,0.00018810854390941266,647,21229,32.81143740340031,0.14643599999988055,0.0002263307573413919,0.1465183020000893,0.00022645796290585672
stored_intersecting_participants,Permanent,0.2,98,2629,26.8265306122449,0.01862699999995243,0.00019007142857094318,0.018643043999887254,0.00019023514285599239,902,26935,29.861419068736144,0.1801750000001192,0.00019975055432385722,0.1802909309997318,0.00019987908093096652
stored_intersecting_participants,Permanent,0.1,11,289,26.272727272727273,0.002186000000023114,0.000198727272729374,0.0021901210000123683,0.00019910190909203348,989,26525,26.820020222446917,0.1753540000000413,0.00017730434782612872,0.17547146700012206,0.00017742312133480493
stored_intersecting_participants,Transient,1,1000,12142,12.142,0.09732300000007399,9.732300000007399e-05,0.09744354700035274,9.744354700035274e-05,0,,,,,,
stored_intersecting_participants,Transient,0.9,1000,12944,12.944,0.1013559999999103,0.00010135599999991029,0.10150026699993475,0.00010150026699993475,0,,,,,,
stored_intersecting_participants,Transient,0.8,1000,14775,14.775,0.11213999999959867,0.00011213999999959868,0.1122660159998361,0.0001122660159998361,0,,,,,,
stored_intersecting_participants,Transient,0.7,1000,17151,17.151,0.12952499999977363,0.00012952499999977364,0.12967546900009097,0.00012967546900009098,0,,,,,,
stored_intersecting_participants,Transient,0.6,1000,19319,19.319,0.14772899999985611,0.0001477289999998561,0.14791606999951057,0.00014791606999951058,0,,,,,,
stored_intersecting_participants,Transient,0.5,1000,23948,23.948,0.17164499999984173,0.00017164499999984173,0.171771336000063,0.000171771336000063,0,,,,,,
stored_intersecting_participants,Transient,0.4,1000,29817,29.817,0.19993199999957767,0.00019993199999957767,0.20006637999998134,0.00020006637999998134,0,,,,,,
stored_intersecting_participants,Transient,0.3,1000,38251,38.251,0.2489750000001294,0.0002489750000001294,0.2491440950000765,0.0002491440950000765,0,,,,,,
stored_intersecting_participants,Transient,0.2,1000,59077,59.077,0.36059299999965333,0.0003605929999996533,0.36072216600038587,0.00036072216600038586,0,,,,,,
stored_intersecting_participants,Transient,0.1,1000,119627,119.627,0.8546589999999838,0.0008546589999999839,0.8554872949999464,0.0008554872949999464,0,,,,,,
stored_grouped_participants,Permanent,1,1000,6000,6.0,0.032182000000105404,3.21820000001054e-05,0.03227937100007239,3.2279371000072386e-05,0,,,,,,
stored_grouped_participants,Permanent,0.9,1000,6680,6.68,0.03567099999980883,3.5670999999808826e-05,0.03575984699986634,3.575984699986634e-05,0,,,,,,
stored_grouped_participants,Permanent,0.8,1000,7457,7.457,0.04003600000018537,4.0036000000185366e-05,0.040164037999971924,4.016403799997193e-05,0,,,,,,
stored_grouped_participants,Permanent,0.7,990,8468,8.553535353535354,0.04518000000018674,4.563636363655226e-05,0.04526943800006222,4.5726705050567905e-05,10,99,9.9,0.0005369999999800257,5.3699999998002565e-05,0.0005365119999964918,5.365119999964918e-05
stored_grouped_participants,Permanent,0.6,972,9582,9.858024691358025,0.05032400000010284,5.177366255154613e-05,0.05042870399991273,5.18813827159596e-05,28,259,9.25,0.0014079999999694337,5.028571428462263e-05,0.0014117250000538206,5.0418750001922164e-05
stored_grouped_participants,Permanent,0.5,908,10351,11.39977973568282,0.05394300000031649,5.94085903087186e-05,0.05403307700009918,5.950779405297267e-05,92,944,10.26086956521739,0.005012999999934209,5.448913043406749e-05,0.005028113999998141,5.465341304345805e-05
stored_grouped_participants,Permanent,0.4,743,9776,13.157469717362046,0.06062699999988297,8.159757738880614e-05,0.06069706499997096,8.169187752351409e-05,257,2785,10.836575875486382,0.017289999999889005,6.72762645910078e-05,0.0173521750001413,6.751819066202841e-05
stored_grouped_participants,Permanent,0.3,490,7533,15.373469387755103,0.06276899999996033,0.00012809999999991903,0.06291114199983383,0.00012839008571394658,510,5675,11.127450980392156,0.04774500000010562,9.361764705903063e-05,0.047943698000139534,9.400725098066576e-05
stored_grouped_participants,Permanent,0.2,166,2863,17.246987951807228,0.01575900000013064,9.493373494054602e-05,0.015793282000032605,9.51402530122446e-05,834,8967,10.751798561151078,0.05244100000004437,6.287889688254721e-05,0.052560195999845405,6.3021817745618e-05
stored_grouped_participants,Permanent,0.1,13,259,19.923076923076923,0.001525999999998362,0.00011738461538448938,0.0015321139999997513,0.00011785492307690395,987,8789,8.904761904761905,0.05366299999998603,5.436980749745292e-05,0.053870321999923476,5.457986018229329e-05
stored_grouped_participants,Transient,1,1000,6000,6.0,0.033354999999829715,3.3354999999829714e-05,0.03348999199981506,3.348999199981506e-05,0,,,,,,
stored_grouped_participants,Transient,0.9,1000,6614,6.614,0.034106999999735876,3.410699999973588e-05,0.03416534800008719,3.416534800008719e-05,0,,,,,,
stored_grouped_participants,Transient,0.8,1000,7545,7.545,0.040141999999917743,4.0141999999917746e-05,0.04026431999993463,4.026431999993463e-05,0,,,,,,
stored_grouped_participants,Transient,0.7,1000,8604,8.604,0.04525799999991875,4.525799999991875e-05,0.04531788500000289,4.531788500000289e-05,0,,,,,,
stored_grouped_participants,Transient,0.6,1000,10113,10.113,0.04892200000000457,4.892200000000457e-05,0.049057054999934735,4.9057054999934736e-05,0,,,,,,
stored_grouped_participants,Transient,0.5,1000,11974,11.974,0.056294999999991546,5.6294999999991545e-05,0.05642557699979989,5.6425576999799884e-05,0,,,,,,
stored_grouped_participants,Transient,0.4,1000,14758,14.758,0.06771600000040223,6.771600000040223e-05,0.06776265399996362,6.776265399996362e-05,0,,,,,,
stored_grouped_participants,Transient,0.3,1000,19974,19.974,0.09802799999978618,9.802799999978617e-05,0.09825677800009203,9.825677800009203e-05,0,,,,,,
stored_grouped_participants,Transient,0.2,1000,29927,29.927,0.1291380000000686,0.0001291380000000686,0.12930228499979535,0.00012930228499979536,0,,,,,,
stored_grouped_participants,Transient,0.1,1000,60169,60.169,0.2506800000000169,0.0002506800000000169,0.2507992040001028,0.0002507992040001028,0,,,,,,
